"Criteria Name","Criteria External Id","Criteria Internal Id"
"Data based Governance","D2C1_1733143333276","674dab25cea3274f5256f2dc"
"Collaboration","D4C1_1733143333276","674dab25cea3274f5256f2df"
"Influence","D3C1_1733143333276","674dab25cea3274f5256f2de"
"Planning & Execution","D1C1_1733143333276","674dab25cea3274f5256f2db"
"Communication","D2C2_1733143333276","674dab25cea3274f5256f2dd"
