"theme","aoi","indicators","criteriaInternalId","status"
"Domain 1###D1###40","","","674daa6fcea3274f5256f10d###40","success"
"Domain 2###D2###40","","","674daa6fcea3274f5256f10e###40","success"
"Domain 2###D2###40","","","674daa6fcea3274f5256f10f###40","success"
"Domain 3###D3###40","","","674daa6fcea3274f5256f110###40","success"
"Domain 4###D4###40","","","674daa6fcea3274f5256f111###40","success"
