"Criteria Name","Criteria External Id","Criteria Internal Id"
"Planning & Execution","D1C1_1733142808856","674da919988336e1e9fe11b1"
"Collaboration","D4C1_1733142808856","674da919988336e1e9fe11b5"
"Influence","D3C1_1733142808856","674da919988336e1e9fe11b4"
"Data based Governance","D2C1_1733142808856","674da919988336e1e9fe11b2"
"Communication","D2C2_1733142808856","674da919988336e1e9fe11b3"
