"theme","aoi","indicators","criteriaInternalId","status"
"Domain 1###D1###40","","","674dab25cea3274f5256f2db###40","success"
"Domain 2###D2###40","","","674dab25cea3274f5256f2dc###40","success"
"Domain 2###D2###40","","","674dab25cea3274f5256f2dd###40","success"
"Domain 3###D3###40","","","674dab25cea3274f5256f2de###40","success"
"Domain 4###D4###40","","","674dab25cea3274f5256f2df###40","success"
