"Criteria Name","Criteria External Id","Criteria Internal Id"
"Planning & Execution","D1C1_1733143020772","674da9edac7c11cf7333e466"
"Data based Governance","D2C1_1733143020772","674da9edac7c11cf7333e467"
"Influence","D3C1_1733143020772","674da9edac7c11cf7333e469"
"Communication","D2C2_1733143020772","674da9edac7c11cf7333e468"
"Collaboration","D4C1_1733143020772","674da9edac7c11cf7333e46a"
